0.011952,1
0.035765,1
0.099206,2
0.10014,1
0.10041,2
0.10292,2
0.11436,2
0.11481,1
0.12493,2
0.13863,2
0.14198,1
0.14855,1
0.14941,1
0.15728,1
0.15883,2
0.1625,2
0.168,2
0.16812,2
0.17774,1
0.19467,1
0.19648,1
0.20082,2
0.20193,2
0.20212,1
0.20865,1
0.22214,2
0.22739,1
0.22776,2
0.23793,1
0.23909,1
0.245,1
0.24566,1
0.24723,1
0.25625,2
0.25779,1
0.26452,1
0.26484,2
0.2703,1
0.27596,1
0.28464,1
0.28546,2
0.28613,1
0.28895,1
0.29012,1
0.29195,1
0.29396,2
0.29605,2
0.29736,2
0.30199,1
0.32161,1
0.32342,1
0.32464,1
0.3271,1
0.33384,1
0.34641,2
0.35307,2
0.36404,2
0.3647,2
0.36503,1
0.36661,2
0.37141,2
0.373,1
0.37333,2
0.37986,1
0.38095,2
0.38855,2
0.39315,1
0.39423,1
0.39704,2
0.40195,1
0.40681,2
0.4158,1
0.41902,1
0.42396,1
0.42403,1
0.42468,1
0.42596,1
0.42652,2
0.4284,2
0.4285,2
0.42875,1
0.43047,2
0.43153,2
0.43367,1
0.43622,2
0.43651,2
0.44088,1
0.44197,1
0.44432,2
0.44636,1
0.44764,2
0.44962,2
0.45488,1
0.45628,2
0.45629,2
0.45884,2
0.46304,2
0.46528,1
0.46551,1
0.46752,1
0.46753,1
0.46786,2
0.46835,1
0.4684,2
0.46873,1
0.47342,1
0.47624,2
0.47757,2
0.47758,2
0.47788,2
0.47951,1
0.48159,2
0.48216,1
0.48612,1
0.48885,1
0.48901,1
0.49096,1
0.492,1
0.49328,2
0.49384,1
0.49469,1
0.50003,2
0.50083,2
0.50392,2
0.50632,1
0.5078,1
0.50918,2
0.50952,1
0.51245,2
0.51277,2
0.51523,1
0.51547,1
0.51634,1
0.51963,2
0.52335,2
0.52521,1
0.52787,1
0.53061,1
0.53559,1
0.53581,1
0.53697,1
0.54181,2
0.54203,2
0.54693,1
0.54976,2
0.55208,1
0.5546,1
0.5568,1
0.55775,1
0.55992,2
0.56279,2
0.56324,2
0.56495,1
0.56652,1
0.56696,1
0.56765,1
0.56861,2
0.57356,1
0.57623,1
0.57948,1
0.58399,1
0.59075,2
0.59088,2
0.5931,1
0.59381,2
0.59531,2
0.59548,1
0.59766,1
0.59957,2
0.60121,1
0.60337,1
0.60538,1
0.6054,1
0.60651,1
0.60919,2
0.61231,2
0.61309,1
0.6178,1
0.61959,2
0.62144,1
0.62247,2
0.62345,1
0.62392,2
0.62794,2
0.63087,1
0.64347,1
0.65134,1
0.65142,1
0.65253,1
0.65504,1
0.65615,2
0.67581,1
0.67915,1
0.67989,1
0.68044,2
0.68089,1
0.681,2
0.68138,2
0.68323,2
0.68405,2
0.68496,2
0.69177,1
0.69249,1
0.69921,2
0.70081,1
0.70141,1
0.70263,2
0.70285,1
0.70358,1
0.70472,1
0.71168,2
0.71407,2
0.71422,1
0.71519,1
0.71746,1
0.72037,2
0.72092,2
0.72326,1
0.72636,2
0.7272,1
0.72901,2
0.72971,2
0.73066,2
0.73388,2
0.73589,2
0.73757,1
0.73778,1
0.73842,1
0.73866,2
0.74363,2
0.74501,1
0.74743,2
0.74868,1
0.74914,1
0.75098,1
0.75232,1
0.75708,2
0.7583,2
0.76028,2
0.76054,1
0.76118,1
0.76551,2
0.7674,1
0.76872,2
0.77025,1
0.77177,1
0.77415,2
0.77778,2
0.78125,1
0.78198,2
0.78339,2
0.78527,1
0.78679,2
0.78732,1
0.78738,2
0.79295,1
0.79425,1
0.79449,2
0.79642,2
0.79714,1
0.79836,2
0.7996,2
0.79961,2
0.79994,2
0.80605,2
0.80871,1
0.81041,1
0.81777,2
0.81798,2
0.82124,1
0.82177,2
0.82239,2
0.83279,2
0.83374,1
0.83375,2
0.83876,1
0.84362,2
0.84365,2
0.84598,2
0.85208,2
0.85379,2
0.85458,2
0.85664,2
0.85684,2
0.85828,1
0.86076,1
0.86097,2
0.86357,1
0.86563,1
0.86862,2
0.86947,2
0.86981,2
0.86989,2
0.87226,2
0.87573,2
0.8765,1
0.87685,1
0.87924,1
0.88052,2
0.88081,2
0.88384,1
0.88589,1
0.89015,1
0.89049,1
0.89595,2
0.89654,1
0.89737,2
0.89805,2
0.90258,1
0.90417,1
0.90437,2
0.90577,1
0.90906,2
0.90924,2
0.90942,2
0.91064,1
0.91253,1
0.9127,1
0.91278,1
0.91439,1
0.91481,2
0.91484,1
0.92121,1
0.92164,2
0.92243,1
0.92595,1
0.93049,1
0.9305,2
0.93555,2
0.93764,2
0.94009,2
0.94215,2
0.94221,2
0.94424,1
0.94532,1
0.94684,2
0.95163,2
0.95244,2
0.95295,1
0.95308,1
0.95594,1
0.95675,1
0.95763,2
0.95844,2
0.95993,2
0.96204,2
0.96756,2
0.97136,1
0.97152,2
0.97388,1
0.97547,1
0.97553,1
0.97851,2
0.98114,2
0.98546,1
0.98701,1
0.99236,1
0.99353,1
0.99877,2
