0.030338,1
0.16595,2
0.20842,1
0.21346,1
0.22079,1
0.2236,2
0.24365,1
0.253,1
0.26021,1
0.26645,1
0.27207,1
0.27368,1
0.28405,1
0.28516,1
0.28943,1
0.29061,1
0.29749,1
0.30207,2
0.3114,1
0.31828,1
0.32193,1
0.32197,1
0.34174,1
0.34851,1
0.35923,1
0.37012,1
0.37176,1
0.37836,1
0.37992,2
0.38393,2
0.3863,1
0.38639,2
0.39559,1
0.39864,2
0.40345,1
0.40604,2
0.41034,1
0.41436,2
0.42047,2
0.43293,1
0.43576,1
0.43711,1
0.44355,1
0.45479,2
0.47537,2
0.47798,2
0.48585,1
0.49832,1
0.51,2
0.51022,2
0.51187,1
0.51633,1
0.51973,1
0.52108,1
0.52283,1
0.53124,2
0.54429,2
0.54459,1
0.54688,2
0.5555,1
0.55992,1
0.56167,1
0.56216,2
0.5641,2
0.60591,1
0.61236,1
0.6155,1
0.61801,2
0.62104,2
0.62479,2
0.6249,2
0.62649,1
0.62751,2
0.62924,2
0.63824,1
0.65036,1
0.65099,1
0.6515,1
0.65173,2
0.65802,2
0.66221,2
0.6642,1
0.66698,1
0.6702,1
0.67301,1
0.67331,2
0.6736,1
0.67365,1
0.67791,1
0.67823,2
0.68025,1
0.68152,2
0.6847,2
0.68648,1
0.6865,1
0.68718,1
0.69135,1
0.69553,1
0.70077,1
0.70602,2
0.71114,1
0.71196,2
0.71262,2
0.7236,2
0.72757,2
0.72981,1
0.73056,2
0.73236,2
0.73313,2
0.73322,1
0.7345,1
0.73514,1
0.7389,2
0.74075,1
0.74232,1
0.75142,2
0.75507,1
0.75564,2
0.75616,1
0.76215,2
0.76492,2
0.76575,2
0.76601,1
0.76748,1
0.7676,1
0.76878,1
0.77099,1
0.7738,2
0.77531,2
0.77763,1
0.77772,2
0.77798,1
0.77813,2
0.78227,1
0.78306,1
0.78446,1
0.78783,2
0.78836,2
0.7926,2
0.80695,1
0.81019,1
0.81102,2
0.8129,2
0.81463,1
0.81467,1
0.82061,1
0.82269,1
0.82493,1
0.82619,1
0.82957,2
0.83064,1
0.83104,1
0.83478,2
0.83812,2
0.83823,2
0.84479,1
0.84637,1
0.84758,2
0.84763,1
0.84794,1
0.8487,2
0.85167,2
0.8588,2
0.86046,2
0.86135,2
0.86308,1
0.86711,2
0.87363,2
0.87368,1
0.87468,2
0.87661,2
0.87727,1
0.87801,1
0.8823,1
0.88356,1
0.88561,2
0.88633,2
0.88796,1
0.89329,2
0.89536,1
0.8984,2
0.89983,1
0.90183,2
0.90512,1
0.90553,2
0.9071,1
0.90724,2
0.90871,2
0.91167,1
0.91675,1
0.91769,2
0.92306,1
0.92314,2
0.92603,1
0.92781,1
0.92822,2
0.92833,1
0.92891,2
0.93192,1
0.93349,2
0.93487,1
0.9402,1
0.9465,1
0.95245,2
0.95332,1
0.95336,1
0.95357,1
0.95402,1
0.95512,2
0.95537,1
0.95906,2
0.96191,2
0.96413,2
0.96547,1
0.96592,2
0.96736,2
0.97282,1
0.97317,2
0.97663,2
0.97743,2
0.97972,2
0.98071,2
0.98802,1
0.9917,2
0.99287,1
0.9931,1
0.99454,1
0.99712,2
