0.03725,2
0.091284,1
0.124,1
0.13633,1
0.18775,1
0.23543,2
0.43712,1
0.45726,2
0.47456,2
0.51193,2
0.51993,1
0.57887,1
0.58719,1
0.60665,1
0.61013,2
0.61439,2
0.6259,1
0.64505,2
0.64784,2
0.65212,2
0.65404,2
0.65439,1
0.65666,2
0.66937,2
0.69072,2
0.7007,2
0.71116,2
0.7399,2
0.7435,1
0.74555,1
0.75226,1
0.75711,2
0.78688,1
0.79285,1
0.79291,1
0.82636,1
0.83401,1
0.83678,2
0.83735,1
0.84894,1
0.85833,1
0.86232,1
0.86444,1
0.86521,1
0.8752,2
0.8863,1
0.89522,1
0.89527,1
0.90565,1
0.90967,1
0.91318,1
0.91414,2
0.92406,1
0.92571,1
0.92873,2
0.92897,2
0.92972,1
0.9343,1
0.94481,1
0.94972,1
0.95031,2
0.95147,1
0.95447,1
0.95579,1
0.95742,1
0.9619,2
0.97002,1
0.97091,1
0.9711,2
0.97211,1
0.97231,2
0.97458,2
0.97478,1
0.97491,1
0.97493,1
0.97565,2
0.97644,1
0.97985,1
0.98194,2
0.99064,2
0.99228,1
0.99374,1
0.99831,1
