48,3,0,2,-2
48,4,0,3,-3
48,5,1,0,1
48,6,1,0,1
48,7,1,0,1
48,8,0,1,-1
48,9,3,4,-1
48,10,7,14,-7
49,1,4,11,-7
49,2,6,10,-4
49,3,1,9,-8
49,4,3,13,-10
49,5,1,4,-3
49,6,4,5,-1
49,7,5,4,1
49,8,6,3,3
49,9,5,0,5
49,10,6,3,3
50,1,0,4,-4
50,2,2,10,-8
50,3,14,10,4
50,4,5,3,2
50,5,3,1,2
50,6,4,7,-3
50,7,12,6,6
50,8,4,5,-1
50,9,4,3,1
50,10,4,13,-9
