0.15682,1
0.16627,1
0.16642,1
0.17586,2
0.20735,1
0.23952,1
0.24201,2
0.24402,1
0.26165,1
0.27254,2
0.2811,2
0.30319,1
0.30916,1
0.31056,1
0.31947,1
0.32208,1
0.33823,2
0.34284,2
0.34928,1
0.35316,1
0.36286,1
0.36923,1
0.36973,2
0.37482,2
0.37488,1
0.37699,1
0.38579,1
0.39117,1
0.39513,2
0.39906,2
0.40599,2
0.41002,2
0.42407,2
0.42945,2
0.4335,2
0.44241,2
0.44404,2
0.44559,2
0.44639,1
0.44981,2
0.45137,1
0.45613,1
0.45809,2
0.45941,2
0.46079,2
0.46182,2
0.46545,1
0.47264,2
0.47707,2
0.48285,1
0.48316,2
0.48497,2
0.48612,2
0.48763,1
0.49167,2
0.4971,2
0.49729,2
0.49738,1
0.49828,2
0.50607,1
0.50886,2
0.51423,1
0.51492,1
0.51703,2
0.51912,1
0.52146,1
0.52504,1
0.52622,2
0.52641,2
0.52653,1
0.53009,2
0.53567,2
0.53644,1
0.53943,1
0.54002,2
0.54074,1
0.54202,1
0.54477,1
0.54865,2
0.55128,1
0.55132,2
0.55146,2
0.55177,1
0.55396,2
0.55604,2
0.55875,1
0.55895,1
0.55961,2
0.56084,2
0.56119,2
0.56508,2
0.56519,1
0.5653,1
0.56662,1
0.56729,2
0.56834,2
0.56958,2
0.56983,1
0.57034,2
0.57293,2
0.5733,1
0.57502,1
0.58137,1
0.58194,2
0.58262,1
0.58655,1
0.5877,1
0.59052,2
0.59218,1
0.59237,2
0.59242,1
0.59262,2
0.59323,1
0.59346,2
0.59467,1
0.59507,2
0.59612,1
0.59695,1
0.59763,1
0.59801,2
0.59993,1
0.60177,1
0.60596,1
0.60623,2
0.60954,1
0.61152,1
0.61296,2
0.61301,1
0.61306,2
0.61446,1
0.61507,1
0.61564,1
0.61675,1
0.61706,1
0.61758,1
0.61819,2
0.61902,2
0.6193,1
0.61973,1
0.621,1
0.62332,1
0.62372,2
0.62458,2
0.62495,1
0.62895,2
0.63082,2
0.63218,1
0.63218,1
0.63263,2
0.63355,2
0.63508,2
0.63678,1
0.63734,1
0.63752,1
0.6379,1
0.63992,2
0.64064,2
0.64089,2
0.64215,2
0.64312,1
