,N,rho=10,rho=15,rho=20,rho=25,rho=30
0,0,-13.095238095238097,-13.445378151260506,-13.636363636363638,-13.756613756613758,-13.839285714285715
1,0,0.12025012025012029,0.12732365673542148,0.13118194936376754,0.13361124472235586,0.1352813852813853
2,2,8.104740481792017,1.4598082754837574,-2.1767810135991956,-4.4706337791681054,-6.049463400266207
3,0,0.12025012025012029,0.12732365673542148,0.13118194936376754,0.13361124472235586,0.1352813852813853
4,0,0.12025012025012029,0.12732365673542148,0.13118194936376754,0.13361124472235586,0.1352813852813853
5,0,0.12025012025012029,0.12732365673542148,0.13118194936376754,0.13361124472235586,
6,0,0.12025012025012029,0.12732365673542148,0.13118194936376754,0.13361124472235586,0.1352813852813853
7,1,6.622943026943714,1.5626976330876972,-1.219886011801281,-2.979823009646705,-4.193294863736595
8,0,0.12025012025012029,0.12732365673542148,0.13118194936376754,0.13361124472235586,0.1352813852813853
9,0,0.12025012025012029,0.12732365673542148,0.13118194936376754,0.13361124472235586,0.1352813852813853
10,1,5.461230302927125,1.1567037215562936,-1.2178180506362324,-2.722363898327584,-3.760952477113341
11,0,0.12025012025012029,0.12732365673542148,0.13118194936376754,0.13361124472235586,0.1352813852813853
12,1,4.782923007771819,0.9195890246707618,-1.2163690710443957,-2.5714901549700264,-3.507706895888838
13,1,4.469674757170982,0.8100759363052952,-1.2156221743475726,-2.501648620857712,-3.390513761161789
14,1,4.172507570384185,0.706180333628746,-1.2148597173028992,-2.435280861052561,-3.2791764913884376
15,1,3.8905882390677435,0.6076134956366095,-1.2140812085309691,-2.3722070401719466,-3.1733931691762525
16,3,1.815435211701587,-1.3489117901448775,-3.1069031570192114,-4.225300167257975,-4.999348208508882
17,0,0.12025012025012029,0.12732365673542148,0.13118194936376754,0.13361124472235586,0.1352813852813853
18,0,0.12025012025012029,0.12732365673542148,0.13118194936376754,0.13361124472235586,0.1352813852813853
19,-1,-2.6597156530846524,-0.006727732334585651,1.4731599713417896,2.416794487659012,3.0708575948129906
20,0,0.12025012025012029,0.12732365673542148,0.13118194936376754,0.13361124472235586,0.1352813852813853
