,N,rho=10,rho=15,rho=20,rho=25,rho=30
0,0,-13.095238095238097,-13.445378151260506,-13.636363636363638,-13.756613756613758,-13.839285714285715
1,-2,3.140933140933141,3.2715279660251197,3.3430014430014428,3.3880910388846894,3.4191297208538587
2,0,1.3227513227513228,1.400560224089636,1.4430014430014428,1.4697236919459142,1.488095238095238
3,-2,3.1005291005291005,3.240560224089636,3.3180014430014433,3.367159589381812,3.4011387163561078
4,9,-6.552248677248678,-6.7812579577285454,-6.914141414141415,-7.000864543348204,-7.061904761904761
5,-2,3.037037037037037,3.1900339083001623,3.2763347763347763,3.3317926574631556,3.3704481792717087
6,-1,2.156084656084656,2.275560224089636,2.3430014430014428,2.386390358612581,2.4166666666666665
7,-8,7.722751322751322,8.169790993320406,8.443001443001442,8.62761842878802,8.76082251082251
8,7,-3.927248677248677,-4.1994397759103625,-4.39033189033189,-4.530276308054085,-4.636904761904762
9,1,0.6560846560846562,0.6862745098039217,0.693001443001443,0.6919459141681367,0.688095238095238
10,7,2.438564213564215,2.191767835180896,2.0814935064935063,2.0250329287717372,1.9936989679339068
