,N,rho=10,rho=15,rho=20,rho=25,rho=30
0,0,-13.095238095238097,-13.445378151260506,-13.636363636363638,-13.756613756613758,-13.839285714285715
1,1,-2.5625639157528775,-0.47057314011077933,0.6830014430014429,1.4137740516101225,1.9181573400566014
2,2,-2.126414015658182,-0.9265226348661393,-0.2569985569985569,0.169988541584438,0.4659793426117138
3,-3,-2.126414015658182,-0.9265226348661393,-0.2569985569985569,0.169988541584438,0.4659793426117138
4,-6,6.966430486178161,6.883110222911516,6.8287157287157285,6.791210947610186,6.763956906057835
5,-1,2.2950108019963524,2.225427751530787,2.1763347763347762,2.141247265921252,2.1152040799747356
6,-1,2.2950108019963524,2.225427751530787,2.1763347763347762,2.141247265921252,2.1152040799747356
7,0,2.1072207524328834,2.1489029268868878,2.163001443001443,2.168606334525524,2.1709416729936164
8,5,-2.238979926291644,-2.430798942194217,-2.556998556998557,-2.646924522613239,-2.7143724707166124
9,5,-1.80788233180684,-2.0078065802448144,-2.1569985569985572,-2.273398423201364,-2.366857902503198
10,0,10.29381945780207,6.724733430682617,4.836969696969696,3.680873753671147,2.9050933232245715
