,N,rho=10,rho=15,rho=20,rho=25,rho=30
0,0,-13.095238095238097,-13.445378151260506,-13.636363636363638,-13.756613756613758,-13.839285714285715
1,4,9.591285004040852,1.4012227131493622,-3.1169985569985568,-5.9799471344660216,-7.956291100784699
2,2,6.11941267638934,1.423177374198452,-1.2014430014430015,-2.876790252062727,-4.038825795355281
3,5,6.11941267638934,1.423177374198452,-1.2014430014430015,-2.876790252062727,-4.038825795355281
4,-2,1.49803466904397,3.10672386516575,4.043001443001443,4.654362904582938,5.084648566244846
5,0,1.3227513227513228,1.400560224089636,1.4430014430014428,1.4697236919459142,1.488095238095238
6,-4,1.3227513227513228,1.400560224089636,1.4430014430014428,1.4697236919459142,1.488095238095238
7,0,4.851540270691746,5.407189412900629,5.763001443001443,6.007526454960808,6.185280927073152
8,-2,3.5758263265794583,3.6751235589542235,3.776334776334776,3.8602736908521615,3.928224402847837
9,-2,3.4668833711853395,3.481378721037548,3.543001443001443,3.6083463424679083,3.6682826757014944
10,-9,-24.7726595445846,-9.273735316523183,-0.8550937950937954,4.420184618449589,8.030601357723173
