,N,rho=10,rho=15,rho=20,rho=25,rho=30
0,0,-13.095238095238097,-13.445378151260506,-13.636363636363638,-13.756613756613758,-13.839285714285715
1,2,-73.41292656605617,-23.393820102046355,4.198001443001443,21.68059015678025,33.748754667183135
2,3,-41.78179946828154,-12.898684106041145,3.2374458874458885,13.535303417180657,20.677025029518138
3,-2,-41.78179946828154,-12.898684106041145,3.2374458874458885,13.535303417180657,20.677025029518138
4,1,-9.197388181206215,-0.1946420197737111,5.064430014430015,8.505050634053573,10.929484373011586
5,5,-5.783320204466199,-1.361325777165941,1.3513347763347765,3.172568543343247,4.476869788518139
6,7,-5.783320204466199,-1.361325777165941,1.3513347763347765,3.172568543343247,4.476869788518139
7,13,-3.3134163711135844,-1.6213359944430359,-0.4469985569985566,0.38876561541214194,1.0083575830849614
8,6,1.4353357211986504,0.732260650135235,0.5263347763347773,0.46898529238953635,0.46513637220490933
9,12,-1.7111065472569904,-3.175855053532973,-3.8819985569985564,-4.292323684717979,-4.558256706566437
10,2,194.42497938516792,69.61879043733552,-1.000966810966816,-46.410198178351564,-78.06198021070499
