,N,rho=10,rho=15,rho=20,rho=25,rho=30
0,0,-13.095238095238097,-13.445378151260506,-13.636363636363638,-13.756613756613758,-13.839285714285715
1,1,94.16472679017912,29.938035389951104,-5.491998556998558,-27.94133202523175,-43.438171318515295
2,4,49.67145948265071,12.489384566910843,-8.284776334776335,-21.543164526213033,-30.73833097725068
3,6,49.67145948265071,12.489384566910843,-8.284776334776335,-21.543164526213033,-30.73833097725068
4,-23,9.046857674805924,21.42750798847312,28.650144300144298,33.372286903227184,36.698452697273396
5,-23,17.410863440818588,24.18039100443021,28.301334776334773,31.058110422067603,33.02828436594989
6,-8,17.410863440818588,24.18039100443021,28.301334776334773,31.058110422067603,33.02828436594989
7,1,9.528630954448825,12.390265085976202,14.313001443001443,15.663253784021538,16.657003967367736
8,3,-6.85771433239524,-6.311626037968989,-6.306998556998556,-6.427286120869354,-6.571671934331479
9,-10,14.374457870835872,13.679863030411587,13.668001443001444,13.839154842584398,14.057071309244506
10,-14,-241.32636670957504,-131.0182184482646,-71.22890331890332,-33.77935541882739,-8.143305784151552
