,N,rho=10,rho=15,rho=20,rho=25,rho=30
0,0,-13.095238095238097,-13.445378151260506,-13.636363636363638,-13.756613756613758,-13.839285714285715
1,0,1.3227513227513228,1.400560224089636,1.4430014430014428,1.4697236919459142,1.488095238095238
2,0,1.3227513227513228,1.400560224089636,1.4430014430014428,1.4697236919459142,1.488095238095238
3,-1,-16.321882343300143,-1.828841229022226,6.411751443001442,11.723100691803944,15.430198266840016
4,2,8.036853336428347,0.18447610785097646,-4.406998556998559,-7.412417958331032,-9.530878900708904
5,-8,5.7048868046974635,10.060645226210145,12.718001443001443,14.497484092855466,15.769961020038984
6,-12,12.37332525126443,14.623692113948719,16.11300144300144,17.152080209817637,17.914039744922956
7,-15,16.370601740782867,17.470246282306896,18.33050144300144,18.977131476674458,19.472405654141507
8,-2,6.870529468327549,6.626338148986793,6.693001443001442,6.818929936066993,6.9475394986404595
9,-18,17.68079441641749,17.76353107375609,18.168001443001444,18.603709327390522,19.006602715228862
10,11,-40.26537322488255,-54.25583002095617,-63.27689935064935,-69.54285140355606,-74.14677276100865
