,N,rho=10,rho=15,rho=20,rho=25,rho=30
0,0,-13.095238095238097,-13.445378151260506,-13.636363636363638,-13.756613756613758,-13.839285714285715
1,2,-15.376552142496958,-5.148654984009215,0.493001443001443,4.067526510675119,6.534957472039987
2,2,-8.723075369296199,-2.8062826421178118,0.49855699855699853,2.607411576502169,4.06982345298531
3,3,-8.723075369296199,-2.8062826421178118,0.49855699855699853,2.607411576502169,4.06982345298531
4,0,1.3227513227513228,1.400560224089636,1.4430014430014428,1.4697236919459142,1.488095238095238
5,3,-1.8242603591881124,-0.9343037289055947,-0.39033189033188975,-0.02582521241353186,0.2349039698742219
6,3,-1.8242603591881124,-0.9343037289055947,-0.39033189033188975,-0.02582521241353186,0.2349039698742219
7,4,-0.9329291589898139,-0.5911532898966234,-0.35699855699855676,-0.19135618761880102,-0.06899407925379819
8,-3,2.6314075679661535,2.9573560555089013,3.1096681096681085,3.195821907598819,3.2504337821544884
9,-1,0.9759195955421349,1.299537102904746,1.4430014430014426,1.5186676010156432,1.562860941087417
10,-3,45.56931236743387,21.008905784709878,7.2882395382395355,-1.4669424951802112,-7.537522485556683
