,N,rho=10,rho=15,rho=20,rho=25,rho=30
0,0,-13.095238095238097,-13.445378151260506,-13.636363636363638,-13.756613756613758,-13.839285714285715
1,0,1.3227513227513228,1.400560224089636,1.4430014430014428,1.4697236919459142,1.488095238095238
2,2,1262.521226960451,751.0996528655777,466.95037337230815,286.1195071160984,160.9252624443937
3,1,1262.521226960451,751.0996528655777,466.95037337230815,286.1195071160984,160.9252624443937
4,7,136.20162344549104,80.28602384826088,48.29957857819479,27.590970914103163,13.090040092555768
5,-15,-32.74790165755013,-13.801219174842327,-2.7138397953697493,4.5618320858632995,9.70248740606507
6,6,-32.74790165755013,-13.801219174842327,-2.7138397953697493,4.5618320858632995,9.70248740606507
7,2,11.258454223404193,5.313945965569107,1.69728260326259,-0.7306362971765823,-2.4721104699747602
8,-12,10.18541572235071,11.000431728584465,11.610534826950376,12.068852295913086,12.42234882850466
9,-14,11.718498948361459,12.159427575715924,12.588494303425556,12.956560202069927,13.266292382264883
10,-1,-2617.138156172922,-1571.3118785724305,-990.4755952723481,-620.9615354541653,-365.21088005807763
