,N,rho=10,rho=15,rho=20,rho=25,rho=30
0,0,-13.095238095238097,-13.445378151260506,-13.636363636363638,-13.756613756613758,-13.839285714285715
1,-3,-6039.899493983946,-3569.798156278334,-2211.2065837408827,-1351.677777441044,-758.8943561389419
2,3,1998.3703377491095,1188.5788854778737,738.6537477384779,452.32430502261144,254.0905330583242
3,5,1998.3703377491095,1188.5788854778737,738.6537477384779,452.32430502261144,254.0905330583242
4,-6,-216.68337953825326,-128.12263596872694,-77.46681711629283,-44.673231468626575,-21.710817448133938
5,-11,-63.55102065796407,-34.07681856106141,-16.826163851086292,-5.505127672857307,2.4942161707141377
6,-23,-63.55102065796407,-34.07681856106141,-16.826163851086292,-5.505127672857307,2.4942161707141377
7,-3,-3.1587782699490594,7.01686613341381,13.19038960592129,17.328627008056532,20.294135228253683
8,0,1.3227513227513228,1.400560224089636,1.4430014430014428,1.4697236919459142,1.488095238095238
9,0,1.3227513227513228,1.400560224089636,1.4430014430014428,1.4697236919459142,1.488095238095238
10,0,2400.552753059593,1392.5440499831038,842.5782042268318,496.20119357482787,258.0046351388407
