,N,rho=10,rho=15,rho=20,rho=25,rho=30
0,0,-13.095238095238097,-13.445378151260506,-13.636363636363638,-13.756613756613758,-13.839285714285715
1,0,1.3227513227513228,1.400560224089636,1.4430014430014428,1.4697236919459142,1.488095238095238
2,0,1.3227513227513228,1.400560224089636,1.4430014430014428,1.4697236919459142,1.488095238095238
3,-1,1.3227513227513228,1.400560224089636,1.4430014430014428,1.4697236919459142,1.488095238095238
4,-2,-278.9349929227281,-167.27945793334376,-103.4130099702424,-62.066888399427405,-33.11579447082582
5,2,93.46405728335424,56.85675060090093,35.4233505864105,21.354472421352526,11.412252078626164
6,-7,93.46405728335424,56.85675060090093,35.4233505864105,21.354472421352526,11.412252078626164
7,4,-22.715321145221086,-10.801211258869305,-3.56556087752085,1.2871103368575751,4.765649511378093
8,5,-2.152577476447454,-2.599182784900025,-3.0587319915630933,-3.442819230274144,-3.7554119427236063
9,-17,14.780913240638263,15.061152070199354,15.483987163849672,15.887841156638384,16.244489526434528
10,-32,111.22084786403408,61.1488961841035,33.01397381001499,14.973253974276558,2.4115632184844764
