,N,rho=10,rho=15,rho=20,rho=25,rho=30
0,0,-13.095238095238097,-13.445378151260506,-13.636363636363638,-13.756613756613758,-13.839285714285715
1,1,8907.286634358457,5267.4200609441305,3265.4397585560932,1998.8632484550637,1125.354793093184
2,-3,-2942.973691831881,-1749.4449416536677,-1086.3149404661215,-664.3040133886524,-372.1345256791652
3,-3,-2942.973691831881,-1749.4449416536677,-1086.3149404661215,-664.3040133886524,-372.1345256791652
4,-6,-322.4362836303079,-192.05946095958268,-117.4842499676878,-69.20534335583274,-35.39977608897933
5,-14,-96.1754389646187,-52.859732057628804,-27.506294779864678,-10.867080860177891,0.8903044143385693
6,-25,-96.1754389646187,-52.859732057628804,-27.506294779864678,-10.867080860177891,0.8903044143385693
7,-6,-12.693888778772026,1.894326827304198,10.749678735725434,16.687230333231742,20.94286093787762
8,0,1.3227513227513228,1.400560224089636,1.4430014430014428,1.4697236919459142,1.488095238095238
9,0,1.3227513227513228,1.400560224089636,1.4430014430014428,1.4697236919459142,1.488095238095238
10,0,-2483.4084649066426,-1462.001321686178,-920.3123560817978,-585.1857805620803,-357.54634017433386
