,N,rho=10,rho=15,rho=20,rho=25,rho=30
0,0,-13.095238095238097,-13.445378151260506,-13.636363636363638,-13.756613756613758,-13.839285714285715
1,2,476.6584788230408,281.68789522810107,174.45086343120278,106.6059657255386,59.815929421218854
2,6,153.7975607774638,89.77366108998991,54.200867378609225,31.56231025632862,15.888894985036393
3,-1,153.7975607774638,89.77366108998991,54.200867378609225,31.56231025632862,15.888894985036393
4,7,12.823235338093786,5.693061358929224,1.6125735849006118,-1.0298262876373705,-2.880411655097194
5,-7,1.4567768430707828,4.085864115012614,5.6213129548717085,6.627788965323518,7.338423670856172
6,2,1.4567768430707828,4.085864115012614,5.6213129548717085,6.627788965323518,7.338423670856172
7,-3,1.523047518666265,0.79598344177457,0.3497865880340858,0.04884535997226869,-0.1676447611277978
8,4,-1.6600817271986013,-1.799423713972218,-1.9112735633255071,-1.9980245264071252,-2.06618646070594
9,-14,10.788886442619257,11.495418643042923,12.023688050554455,12.433356033489192,12.760369881116441
10,1,-797.5470035410525,-472.14660721662005,-292.53363512196466,-178.68390099164608,-100.0774080229038
