,N,rho=10,rho=15,rho=20,rho=25,rho=30
0,0,-13.095238095238097,-13.445378151260506,-13.636363636363638,-13.756613756613758,-13.839285714285715
1,6,-9865.312586713533,-5835.483933084619,-3619.019479646493,-2216.7473055465202,-1249.6549606384137
2,-1,3264.9688133868085,1943.8494066907901,1209.827786334451,742.7013611740368,419.2969310338535
3,19,3264.9688133868085,1943.8494066907901,1209.827786334451,742.7013611740368,419.2969310338535
4,-8,372.5827543064956,228.9001291319866,146.70939713748902,93.4986319570286,56.23895277878496
5,17,-134.47881649540838,-87.7522821705197,-60.39967175612414,-42.44750203756061,-29.761979896610157
6,24,-134.47881649540838,-87.7522821705197,-60.39967175612414,-42.44750203756061,-29.761979896610157
7,5,-57.26114783726858,-43.27151960806566,-34.76389155433985,-29.054346336154293,-24.959944777962033
8,0,1.3227513227513228,1.400560224089636,1.4430014430014428,1.4697236919459142,1.488095238095238
9,0,1.3227513227513228,1.400560224089636,1.4430014430014428,1.4697236919459142,1.488095238095238
10,0,3299.4607219112418,1948.3053322232379,1218.9681056570507,762.6124680254155,450.16914560119926
