,N,rho=10,rho=15,rho=20,rho=25,rho=30
0,0,-13.095238095238097,-13.445378151260506,-13.636363636363638,-13.756613756613758,-13.839285714285715
1,0,1.3227513227513228,1.400560224089636,1.4430014430014428,1.4697236919459142,1.488095238095238
2,7,-1057.4759783753318,-631.3963026914358,-394.66499368327266,-244.0111564342418,-139.7095441004868
3,0,-1057.4759783753318,-631.3963026914358,-394.66499368327266,-244.0111564342418,-139.7095441004868
4,-1,119.70097809170107,73.35056778968688,46.83538715090068,29.668802259429892,17.64804928347902
5,2,-39.498030922737975,-24.241273485546657,-15.312699588974557,-9.45351931312293,-5.313636778792649
6,5,-39.498030922737975,-24.241273485546657,-15.312699588974557,-9.45351931312293,-5.313636778792649
7,12,-15.290334427792732,-10.61059456047659,-7.7688995238828475,-5.863309650452004,-4.497447624227383
8,-3,3.687197656418499,3.800667303677277,3.8033902897106633,3.779973664830413,3.7512172460873865
9,-1,1.1040727458539867,1.482456478686777,1.6550907259813463,1.749211785361088,1.8062642846205326
10,-1,2096.518591302445,1255.296873269562,787.6237800951465,489.8815635002279,283.6894690447899
